Coluna A,Coluna B,Coluna C
2121011181011272192719428626927118101,377310411811527104127319331277331319,205731482697343626927118115127104269127649118115104121120115127115121127649118115104121305473115
Manuela Lopes,3544362870570109,+55 (031) 4335-3380
3773101127538173194271011271752773120115,377310411811527104127319331277331321,20326973352148118101106115
2041181013311271291014822719419445312754101482115119,156324323277398321322319324322324324325,398324398398369319686321369323156323322
53811547311512721212110310111912754101482115119,319321323277319325321324686156319323322277324323,686686127277324323277127398324325319
Nina Martins,2299101074260508,(061) 4491 4324
Miguel Gomes,Android 9,Subprefeito
Sra. Manuela Campos,6011661910253205,84 4708 5305
219118331127250119101101103127203101118104115119115,321398319324686322324398322324322322,490398323686327127156156321156127398322324398
219118120101331127377310112721227482101,322321325323322325686398277319277398398324324322,415321321127156686127321322686321369324277325277
21212110310310112710410112754115119101,377310411811527104127156331686331686,3711848226927118115
Heloísa Porto,2273022351764113,51 2538 0507
Davi Lucas Novaes,Android 2.3.4,Teólogo
25011910110411511810112721227482101,377310411811527104127156331156331277,222272862692711827119120101
37731011272191156494362710112720427101119,377310411811527104127277331319331686,37126911510631011927103115
Sra. Bruna Porto,3511052440908595,31 0187-4478
54101121194127203101482649115119,377310411811527104127277331277331686,175119271031154821151201182710327119120101
22210119426973120277310112721927194286101,319321325324398277325398323156324156319321322323,415321321127490398324686327127325277325686369324324398322
Ana Clara Alves,4012128667659756245,(084) 3996 8385
Juliana Moraes,Android 4.4.3,Ferreiro
2041012862712721212110310111912721927194286101,156325324319319156322322156322323277321,398325398398127325319324127321323322321
Daniel Moraes,Android 1.6,Escrivão
202118269731151272131157312026927118115,686324398398323324398319321686322321319686319,415321321127686686127319323325398369323322277398
213101118271011273719427103269127213115121118101,377310411811527104127321331398,21310111911910114827119120101
Beatriz Lopes,Android 3.2.6,Profissional de comércio exterior
21211511826973101127104101119127296269286269119,686324398398322686324277319323324321686319324,490398324156327127323325321319369321686319322
Theo Nascimento,6544760095365192,+55 (011) 8277-9919
21310173121269194101127104101127213101120101,377310411811527104127156331686331686,538115148101104115118127104269127106121120269102115194
Sra. Rebeca Vieira,3503324729034108,61 7307 8146
204118101331127205119120436269118127371115482269119,377310411811527104127323331686331686,20426911848210112011519411514827119120101
Isabella Fogaça,Android 7.1.1,Diretor de cinema
2121212744127584120306286271151272031012861011941031017312027,377310411811527104127324331398331398,22030810373271031151272694821271181011042711519411514827101
Murilo Castro,3588400581186067,+55 84 0411-6393
538115473115127175269104118115127202101118118115119,156156325156323325324319686324321319325325321277325322319,324686127324325686398369321322156321
Vicente Melo,Android 7.0,Piloto de avião
Stella Lopes,Android 3.2.2,Vistoriador de sinistros
371271152861017373101127203101482649115119,377310411811527104127321331686331686,2171212711811564911810116527119120101
Caroline Pires,Android 4.0.3,Tesoureiro
Alice Moura,676310178881,21 5621 8000
2131011182710112721911564943627101127371115482269119,277156277324686325323324325686686323325321323324,323686127319323322398369322686321321
203101271151272062691187310173104269119,319398321319324319277277325319325398321277,398319398398369156319325369325323325323
Evelyn Barbosa,Android 3.1,Pneumologista
João Guilherme Jesus,Android 4.4.4,Químico
21310127120314127202101118102115119101,156398323321686321398325323319321322322,415321321127321686127277321319277127321321321156
2501191011022691941941011272031012861011941031017312027,377310411811527104127319331277331156,20426911848210112011519411514827119120101
2131011182710112720510412110111810410112710410112721212144,377310411811527104127321331686,2057314826973436269271181151271042691271202691942691031154821217327103101305315269119
371121271944362691184822691272222710173101,377310411811527104127277331319331323,371191192691191191151181271042691272748264911826973119101
2121212714827127206115148101305101,377310411811527104127325,20311510211810110411511812710426912764926910430614827115
541011061012691941011272961011191032748226973120115,377310411811527104127156331686331277,2032773269101119120101
Milena Rodrigues,Android 2.2.3,Empresário
222271201151181272081211481151272222726927118101,322323322319686686398686325319319277,324156127398398319156369319686686398
219118120101331127377310112720226910112011827441273719448226927104101,377310411811527104127277331277331277,22030810373271031151272694821274362714827269732691271042697312030611827101
20310148227194101127203101118286101194436115,322398686686324156398398686321686323277323319398,415321321127490398322686327127325323321277369322156323156
Fernanda Teixeira,Android 2.3,Pescador
Nina Freitas,Android 2.3.5,Cinegrafista
Felipe Monteiro,562483984976,+55 (081) 8985-3749
20519411510143612720611826927120101119,277686319686322324321324323686156325321322322,686686127322323156277369321686324686
202118453101731272131011181202773119,377310411811527104127277331319331277,3719426911814811519411514827119120101
Dr. João Barbosa,Android 2.3.6,Quiropraxista
Lorena da Cunha,Android 2.3,Cancerologista ou Oncologista
Miguel Ramos,Android 2.2.3,Ortopedista
Sra. Milena Pires,4940368219763648057,(011) 1189 6869
Gabrielly da Cruz,4507469643027425,0800-032-0025
17510112119411512737118101173110115,319321277321324398686398325277686319323323324322,415321321127490398277686327127324325321156369319325398156
25014811511812720310119410426927118101,156324277325277686686321323323323323156321156156,415321321127490398277686327127319156324322127398398321321
Benjamin Ribeiro,Android 8.1.0,Figurante
Ana Lívia Lopes,3500748055487949,31 4349-1633
Maitê Vieira,180024890186945,+55 21 9509-6346
Emilly Santos,Android 4.4,Preparador de máquinas
20411810133112725011910110226919419410112754101482115119,377310411811527104127321331398331686,2057314826973436269271181151274822691032317327103115
Clarice Dias,4699111072399424,41 5843-7978
Luana Teixeira,Android 4.2.1,Profissional de linguística
Ana Clara da Luz,Android 4.3,Corretor de imóveis
538115473115127222271201151181272222726927118101,377310411811527104127277331319331319,220308103732710311512726948212710128627101305473115
Dr. Thiago Cardoso,Android 5.0.2,Açougueiro
Yago Aragão,4024328820402617,+55 (061) 8924-5400
371942691652710112717527118269119,377310411811527104127277331319331156,20631011927103115
Daniela Gomes,5413807308872249,+55 (041) 2286 8851
2961011203061942710112710410112717510144,377310411811527104127277331686,175118115148118101482101104115118
202269733101032711512737111573305101194286269119,322398686686323319686323324398321322277319321321,321686127277322324321127325686398319
212121274412758412030628627115127104101127213115120101,319398277686156319322325325323323322319319,415321321127490398323686327127156324686321369686322686156
206118101731032711910311512717527118269119,377310411811527104127319331277331322,5846492691181011041151181271042691271202691942694821011181112691202773148
Diego Novaes,Android 6.0.1,Cerimonialista
Sr. Otávio Lopes,Android 7.1.2,Lancheiro
João Lucas Pereira,Android 4.0.1,Guarda roupeiro
Laura da Costa,5545123172017312,0500-646-8028
5381154731151271752691041181151272222710173101,377310411811527104127156331398331156,213269118148121194436101104115118
208269194269731011275841942728626927118101,156325319323398156323319321156686322398325324325,415321321127156686127319323277324127277323277277
Gustavo Rezende,Android 4.2,Garçom
Ana Luiza Rodrigues,379236032472949,31 9917 9431
Rafael Rodrigues,Android 4.0.4,Serralheiro
Sr. Marcos Vinicius Barbosa,Android 2.3.6,Químico farmacêutico
Luana da Luz,Android 4.4.1,Juiz de futebol
Matheus Carvalho,374245504086991,+55 (071) 6573 3713
222271201151181272081211481151271041011272031157310326927305473115,277156686322319277398686277322324277398324319277,415321321127324686127322323323319369321324319156
2021182697310410112720311511811826927101,377310411811527104127686331321,267269194101104115118
Sr. Marcelo Novaes,3531341683828040,+55 (021) 1327 6816
Gabrielly Araújo,3524732043682961,61 4744-6825
Isaac da Costa,3522448432926479,+55 (061) 7352-8371
Lucas Ribeiro,6011301705832083,+55 (081) 7318 8425
20310112131412721311511826927118101,377310411811527104127686331398,20426911964910110343610173120269
212101121118101127104101127213101120101,377310411811527104127321331398,2962691211181151032711812111814827473115
Kevin Lima,2624145504504023,+55 81 7130 9972
203101118115194277310112721911512144101,377310411811527104127319331277331321,219269165352194115148115
21912026964943610173453127213115118101269119,377310411811527104127156331156331686,220269103733521941151481151272694821271192719428627103121194120121118101
37731011272022691011201182744127203101482649115119,319321324321156323322322323322321277321322319322,324156127324324323156369156322324277
21212127441272132714812126919412717527118269119,156321277319277319398398319686323319398277277277,415321321127490398319686327127156325323324127686398319686
Vitor Barbosa,Android 5.1,Prático
213101118271011272031941011181011272961011191032748226973120115,377310411811527104127156331156331156,3711848226927118115
21327148121269194127219101194269119,319321398277321323322277156324319156325277686321,415321321127490398277686327127319323321686127321398324398
21212127441275841203062862711512737118101173110115,156321322319277319319398398686322277321686321325,686686127321322321324127398398686156
Maria Alice da Cruz,6511631690483129,0800 207 1967
17526910411811512720311511811826927101,156324325398686398319156322325156322319156319321324322398,398319398398369325277324369324324325322
Ana Pereira,Android 2.0.1,Luthier
2122691017310411811512720626911811826927118101,319321686321321321398319324686325321325686324156,415321321127324156127319321321324369323686325319
3748210173104101127212115649269119,377310411811527104127156331156331277,538115148101104115118127104269127106121120269102115194
Kevin Cardoso,371757038663346,(061) 3040 7299
21911812010133112721912026919419410112754101482115119,377310411811527104127323331398,37112110111810410112711811512164926927118115
53811547311512720626919427649269127538269119121119,377310411811527104127156331686331686,20311511811826910411511812710426912710112019426912027119482115
219118331127208269731182711712126912710410112720311812144,277686319686322324319323277322277325323156325,323686127324156398686127323156323156
37731011272121212744101127213269194115,377310411811527104127322331398,2031011201011041151181271042691274821011202691182710119412711826910327103194306286269194
21212127441272082697311827117121269127213115118101269119,377310411811527104127156331156331277,37120115118
Dra. Lavínia Moura,Android 3.2,Tecnólogo em automação industrial
Maria Clara Nogueira,2296240381771188,(021) 1224-8510
Dra. Luna Cavalcanti,Android 4.1.1,Auxiliar de reprografia
21210131011912729611514812126927118101,377310411811527104127156331319331686,53811514810110411511812710426912728664019426927
Thomas Farias,6011330474068520,0800-310-9133
20411833112753811510111712127482127203115119120101,377310411811527104127156331398331156,371269118269731202691271042691272773115286101305315269119127115121127731152861151191277326914835210327115119
21911833112720226911873101118104115127203101482649115119,322321323322323156277319398277324322325325156156,415321321127490398319686327127686323325398127324686321324
Sra. Isis da Cunha,639091041520,+55 41 4674-3547
Lucas Lima,5254800806799529,+55 (061) 9498 5779
213101118103269194101127203115119120269194101,377310411811527104127321331398,2121211201011041151181271042691271102712136911027120119121
371121271944362691184822691272031012861011941031017312027,377310411811527104127277331319331319,3711212712010111811827119120101
2222712011511812720812114811512737118101173110115,377310411811527104127319331398,20327269731202711912010112764911519431012027103115
Luna Farias,4707956062332490,(081) 1745 0555
Sr. Marcos Vinicius Nascimento,Android 3.2.1,Biotecnólogo
João Lucas Pinto,371867109593544,81 7252-6186
21310111827101127212121274410112737118101173110115,156324322321277319322325321325277156321,324686127277156322319369319321321686
Francisco Souza,Android 4.0.1,Cabo
54101121194127203115119120101,156156321277322321156321319324324686322322319323,415321321127490398321686327127398322322686369324324323322
538115473115127212121103101119127212115649269119,319321319319323323319324686323398322686398322156,415321321127686686127321324686324127398319322686
20226911873101118104115127203101482649115119,321398319324277325321322319277321322,415321321127319686127324321398398127686319325398
Bárbara Monteiro,4843634028003715897,+55 (061) 3011-4808
21911812010133112721310127120314127202101118118115119,156686325325321323686319156686277686319325325398321277325,277686127277319322323127323398686319
Gabriel da Mata,4078906735403807,0800 013 8573
2122691157310111810411512710410112754115119101,322319398156686156321321322323156398,277686127156325321325127323277398277
Luiz Miguel Rezende,5398681584812859,+55 (051) 5495 8084
377310112720319410111810112737111573305101194286269119,377310411811527104127156331398331319,3764911826911926973120101104115118
Sr. Luiz Gustavo Souza,Android 2.3.6,Militar da Marinha
21911810133112721912026964943610173453127104101127213101120101,377310411811527104127325,5841201151181182773115194101118277314811519411514827119120101
Eduarda Cardoso,676145101066,+55 61 5886-0568
206269118731017310411512720611826927120101119,377310411811527104127321331398331277,29612112011811519411514827119120101
Daniela Nascimento,4434975779824904,+55 (041) 0590 8970
Stella da Mota,6509215396770619,0300 002 4945
João Gabriel Gomes,180078323561645,61 8199-5409
Elisa Farias,213177744621425,0300 748 1158
Marcelo Moreira,378111944838126,71 3568 6977
Maria Viana,4483682981449517705,81 3800 0539
Enrico da Mota,30455646008011,+55 (021) 6433-3270
Bruna Cardoso,Android 1.1,Pizzaiolo
Cecília Moreira,4608644061691967129,0900 294 9946
João Guilherme Araújo,501815566002,84 0993 9598
2191011021182773101127219101194269119,377310411811527104127156331398,371121277310343626927118115
213101118103269194115127104101119127296269286269119,377310411811527104127156331686331277,175269118106121119271157327119120101
21226910173104118115127203115119120269194101,319321322324398398686156398322686322322156398686,324156127322321324325127277324686156
21310111810326919411512721911512144101,319398321319277321323321686322324322321325,324156127323319325686369686156277319
2031011214731271752773120115,319398319319322322686156398277319321277319,415321321127490398322686327127323277321277369277277398398
Dr. Gustavo Cunha,4067759402234200778,71 3684-7997
Stella Gonçalves,Android 2.0.1,Impressor
3712711528610173731011272062691187310173104269119,156325322319325319398277325277319319156322319319,156686127324325277277369322319686322
203101121314127542710226927118115,156324398324323686319324324398156156319,490398277686327127277324324325369277686398325
541011061012691941011272131157312026927118115,321686323319319156686324323323323319398324398277,490398321686327127321325277156127323686156686
20310112131412721227482101,322323322319686319321156325686322686,490398322686327127325156325398127321398321277
377310112737194286269119,377310411811527104127319331277331322,37126911912011511812710426912712026910373115194115148271011271041011272773106115118482101305473115
Lorenzo Oliveira,Android 6.0,Panificador/Padeiro
2041012862712720427101119,377310411811527104127277331398,21212112010110411511812710426912711112173148127106121
219118101331127250119101104115118101127203101118104115119115,377310411811527104127322331398331686,20573148269734362692711811512748226912010119417311814827103115
21212127441272062691942764926912729611514812126927118101,377310411811527104127156331319331686,3712019426912010112710426912710310173115101148269482
Evelyn Farias,4306858269067573478,+55 (061) 0712 1529
21210111810112710410112721212144,319321323325321323686319156319323156319321322324,415321321127323686127322156686323369156319156325
2222773271032712111912721927194286101,377310411811527104127319331277331277,203194101118277326912027119120101
2031011181151942773269127202101118102115119101,377310411811527104127277331277331686,58411827269731201011041151181272691041211031011032711573101194
André Moraes,3579092689354894,41 7062 5384
2121217310112710410112717510144,377310411811527104127277331319331321,220269118101649269121120101127106194115118101194
3773101127203194101118101127542694426973104269,377310411811527104127319331277331319,20573103101118118269148101104115127104269127482101731211202697330547311512764911826910427101194
219101118101436127203115119120269194101,377310411811527104127156331398331156,371062710110411511812710426912710626911811810148226973120101119
Alana Castro,3539637874777538,71 6710-5043
Catarina Moura,4018769381891201,+55 81 2454-7909
129101271171212691272031012861011941031017312027,377310411811527104127277331686,175119271031154821151201182710327119120101
2191183311271752691041181151272082697311827117121269127203115119120101,377310411811527104127324331686331398,213101269119120118115
Luiza da Mota,5456682963028355,(031) 2225 8381
37731011272031941011181011272961011191032748226973120115,377310411811527104127277331398331686,20427101148118101482101104115118
Stella da Cruz,6011375020077137,+55 84 8852 1881
2501192711912737111573305101194286269119,377310411811527104127319331398,175121102194271032712030611827115
5841203062862711512710410112720312173436101,377310411811527104127277331319331321,17511811548211512011511812710426912726928626973120115119
Luiz Fernando das Neves,180020826801102,+55 51 4691 7693
Sr. João Felipe Fernandes,676272511905,+55 (051) 6008 6066
20411833112729610112043610173127104101127203115119120101,377310411811527104127319331277,584649269118101104115118127104269127102115482102101119
Srta. Lívia Ferreira,3585944963881400,+55 (084) 2569-6275
21226928627127104101127213101120101,377310411811527104127324331398331398,20573148269734362692711811512710426912712011810173119649115118120269119
Heitor Freitas,180012648335732,+55 11 5944-2115
Ana Beatriz Porto,6011086493716842,+55 (081) 6377 8351
20411810133112712910148227194194453127203101482649115119,377310411811527104127277331319331277,213101117121277327119120101
Ana Vitória Gomes,3552991118357066,61 5930 3702
2501481151181272222726927118101,377310411811527104127156331156331277,175271017327119120101
2191202691941941011273719448226927104101,377310411811527104127277331319331277,21310111911910114827119120101
Camila Ferreira,4783562072907,+55 11 5616-3592
53811510173101127203101118104115119115,377310411811527104127686331321,2121017310343626927118115
21911810133112720519427119101127203101119120118115,377310411811527104127319331277331322,5426912148210112011519411514827119120101
296101120306194271011275841942728626927118101,377310411811527104127156331398331686,175118115148118101482101104115118
222271203521182710112710410112717510144,377310411811527104127323331686331686,371181481214822697312027119120101
Renan Nunes,3576987116926052,+55 (051) 7312-6667
Noah Novaes,4408847652277298,81 8456 8955
Vitória Pinto,4888744530549736735,0300 086 4009
3719427103269127202101118102115119101,377310411811527104127156331156331319,219269118277314812126927118115
Srta. Ana Clara da Conceição,3570877770816937,51 7168 1124
Srta. Marina Pereira,676200382452,+55 61 0935-9973
219118120101331127541011061012691941011271752773120115,377310411811527104127277331319331277,21910111814826973120115
Alexia Costela,6588387410375404,+55 (021) 4747 9273
20411833112721226911573101118104115127203115119120101,377310411811527104127686398,2031011201011041151181271042691271031011181017314812126927110115119
204272691481151272222726927118101,377310411811527104127323331686,203272697312027119120101
21327194269731011275841942728626927118101,377310411811527104127319331686,20311511811826914826910411511812710426912711012111912027305101
2121212744101127204121101118120269,377310411811527104127277331277331277,175269104101148115148115
Isabelly Moreira,213125407312238,(071) 4327 4238
Vitor Hugo Fernandes,180085537608260,51 6625 4655
20411810133112737731011275381731942710112721311511826927118101,377310411811527104127277331277331686,2021182714810110426927118115
Enzo Gabriel Vieira,4648403011773872,+55 (051) 2613-7062
2121212744101127175115118120115,377310411811527104127686331398,21910164910112026927118115
André Monteiro,346950832617566,0500-557-1190
20310112131412710410112754115119101,377310411811527104127156331398331156,202101271941011182773101
Isadora da Cruz,3560124805196569,11 5691-0271
202269731101014822773127371115482269119,377310411811527104127323331686,3764927103121194120115118
Srta. Sarah Mendes,3558739621260283,(071) 9614-5495
Srta. Lavínia Dias,6011743605059210,+55 (061) 0640 6309
Srta. Joana Silva,2276139845053494,41 1689-7848
Sra. Catarina Vieira,3542944777955558,+55 (084) 9807 9794
20226911873101118104115127203101119120118115,377310411811527104127319331686,17526911827120115127103118274822773101194
Helena Almeida,2295591628111286,41 4577-5196
Enzo Gabriel Aragão,6500627849181641,(051) 7840 6156
Gabrielly da Cunha,180022558844045,+55 (051) 6128-1259
Stella Araújo,4907142878366588,+55 71 4365 5104
