Coluna A,Coluna B,Coluna C,Classe
Joana Ferreira,676133444171,(021) 1870-5457,1
Pedro Miguel Araújo,3556717598709047,71 7245-9097,1
Sra. Ana Lívia Moura,2298589108723775,41 0558 8977,1
Luiz Otávio Moraes,4740831616435033,(051) 3468 2350,1
Theo Porto,6011469296836365,+55 (041) 6598-1259,1
Kevin da Cunha,6011333297674854,(071) 5583-0503,1
Erick Mendes,4409759226536936,+55 21 1232 9653,1
Rebeca Caldeira,30599324360200,(051) 0884-7890,1
Yasmin Farias,4332773771316604,(011) 9086 9211,1
Rafael Viana,3595361751558298,+55 31 8640 5020,1
Ana Beatriz Monteiro,4131240269574238,84 7756 9427,1
Augusto Santos,2273445456953580,61 8522-1335,1
Murilo Cunha,568037022395,+55 21 7800 8715,1
Luiza da Rocha,2279463918870296,+55 (021) 8053-0518,1
Thomas das Neves,4556399323312906,+55 (081) 3491-3247,1
Julia Lima,3563063711733379,+55 61 9074 5307,1
Natália Porto,5275146367860630,61 8245 8722,1
Dra. Milena Silva,4634291798446580275,41 0283-4902,1
Bárbara Cavalcanti,30482287710457,0500 772 1439,1
Leandro Silveira,2285551284333923,(084) 4479-6405,1
Nicolas Barbosa,4870284862495029433,+55 11 3887-1492,1
Emanuelly Teixeira,630469381028,+55 81 0036-1159,1
Sra. Manuela da Mota,5209879299952502,+55 61 4116-8174,1
Alice Cavalcanti,3515846968203461,+55 11 6826 7900,1
Emilly Fogaça,3558677625526103,+55 71 6941 8413,1
Sra. Letícia Gonçalves,4423202530283,+55 (081) 4532-4673,1
Dr. Enzo Dias,3530716391968033,41 0614-6898,1
Bryan Oliveira,4607878336055684,+55 41 3578 2171,1
Vitor Gabriel Martins,4583434702359964689,+55 (061) 3100-6010,1
Stephany da Cruz,30315386902445,84 2461 5426,1
Olivia Silveira,30475230265371,81 9991 3561,1
Sabrina Cardoso,4155271473395038,(051) 2793-8425,1
Bernardo da Costa,4327570678704685,+55 51 5957 1305,1
Henrique Pires,4058791455137734,+55 (061) 6603 4081,1
Benício Dias,213154530712239,31 6568-2464,1
Srta. Ana Carolina Moreira,4217618017053,0500 525 9245,1
Pietro Cardoso,4412251475466,(041) 1931 8844,1
Paulo Fogaça,344608371854063,+55 81 6696 0063,1
Luiz Gustavo da Rocha,373290597724463,+55 (061) 3923-9702,1
Sr. Benício Fogaça,4761539653441087,+55 (071) 5861-6178,1
Stephany Moura,4806351890766988,(021) 9891-2887,1
Dr. Marcos Vinicius da Mata,3560881184794294,+55 41 5789 8315,1
Vinicius Santos,4932635970691349,+55 41 7347 2467,1
Ana Vitória da Rocha,6598369845936610,+55 61 5277 5980,1
