Coluna A,Coluna B,Coluna C
2862710326973120269323319,377310411811527104127156331277331686,5841041157312011564926910427101120118101
371121119120101286115127213115121118101,319324325323324277319323324319324321156324,415321321127324156127323324325321369322398686323
11012119427101324323,377310411811527104127319331277,17511811510627119119271157310119412710426912711826919410110327115731014822697312011512710311548212727732862691191202710411511826911912754250
48226919427119119101322322,377310411811527104127324331686331398,2057314826973436269271181151271042691271202691942691031154821217327103101305315269119
stellacunha,Android 2.3,Capoeirista
2131011182710112720319410111810112720626911811826927118101,319156277319686277277398398324323319156325686,415321321127156686127277322325277127324277398398
julianaviana,Android 11,Técnico tributarista
10310111810411511911519410111827119119101,377310411811527104127323331686331277,206194101732691942773436101
moreirahenrique,Android 4.0.4,Ilustrador
1042862726927118101,377310411811527104127319331277331686,2063101192710311512773121103194269101118
Bianca Cavalcanti,30425119648445,84 3799 4684
48226919411511011510111536914810110211827269194,377310411811527104127277331277331319,54269119120101121118101104115118
alexiamelo,Android 7.1.2,Sacoleira
21212127441272132714812126919412754101482115119,322323322686323686277686277398156319,415321321127323686127322319277322127156324325156
1041013694821011201014531011194822773,377310411811527104127156331156331156,2201012710626927118115
Isaac Duarte,374790151468208,+55 31 5530 1790
104101369482101120101194121274436948227148121269194,377310411811527104127686331321,175269118119115731011941271201181012773269118
Joana Mendes,4048289253750074983,+55 71 5962-7246
Mariane Vieira,4275042108827546,11 1313-7728
22227120352118271011272062691187310173104269119,156277321324325277322319324156325398398,415321321127686686127321323323277369325398323323
203101121473127104101127213101120101,319323321323686156686322686324321324325325686,415321321127490398321686327127156686325398127686156324324
João Felipe da Rocha,346598990621258,+55 41 2638 5972
21226911573101118104115127204121101118120269,319321277686322321398277398321277686156324398324,321686127156686325322127322277325277
48210111827101482115121118101,377310411811527104127156331398331156,205731482697343626927118115127101148118310103115194101
2697311827103115118101482115119,377310411811527104127156331319,212271652692711811565720311519426912011511812710426912719427165115
João Felipe da Mata,4725894054902335,0900 528 2808
Luiza Cunha,4262537070155,81 6500-9039
119120269194194101325325,377310411811527104127319331277331686,220115649352148118101106115
castrolucas-gabriel,Android 1.1,Consultor
Lívia Almeida,676140536431,+55 11 3241 0558
20411810133112721910111810143612717526927165115120115,319321277686277319319321319324323325324321398322,415321321127490398321686327127156324321398127325323325324
20326910331019427101127203101118104115119115,319398686319322277321321322398324277323686,415321321127324156127277398686398369322325322325
101731013691191156494362710164926911826927118101,377310411811527104127277331319331686,20573148269734362692711811512710426912712011810173119649115118120269119
194102101118118115119,377310411811527104127319331277331277,21311512011512010116527119120101
Laura da Mota,180002582081202,(081) 4292-8697
271191011022691941944531041013691031157310326927103101115,377310411811527104127319331277331322,21912111810627119120101
2121212744127584120306286271151272131011181202773119,319323277323156322398319325277322324319322398,277686127277277321321127398323321686
laismelo,Android 4.1,Cameraman
Marcela Pinto,4824316752067226799,84 3814 4759
10664926911826927118101,377310411811527104127686331322,371481182748226973119115118
37194269165271011272192719428626927118101,156321321322324323325277322277398322319324398398,415321321127319686127398686398398127156686322277
110104101369103115119120101,377310411811527104127686331398,37731011942711912010112710426912711927119120269482101119
10310111810411511911510427269148115,377310411811527104127156331686331277,1751016492719411511910311564927119120101
diego63,Android 5.0.2,Comandante
4822711826919419410148226973104269119,377310411811527104127277331277331277,175118115106271191192711573101194127104269127269106269271201151191272691196492691032710127119
37731011272123102862710112729611514812126927118101,156325319324156324156686321322323686324156156277,319686127325324277686127324686398398
120436115482101119482269194115,377310411811527104127324331686331398,220308103732710311512726948212710114811811564926910312130611827101
2710173277323,377310411811527104127156331319331686,29611512030611827115
20226973110101482277312710410112721212144,156277398156324686323325321321319398325,415321321127490398686686327127686321322325127324322322686
148121119120101286115101118101121110115,377310411811527104127156331398331319,17511811510627119119271157310119412710426912711830610427115127269127120286
iteixeira,Android 1.1,Pára-quedista
54101106101269194101127206115148101305101,319321322319277325325277324686323324323321323319,490398277686327127323319319324369277324277156
Luiza Nascimento,30257578838112,0800-136-0447
2121212714827127203115119120269194101,319323325324325324277325319319325156324324324,490398321686327127324321322277127324156686325
20411833112721212127441272062691942764926912721910173120115119,277322324277321322277324156324323277323324686156,490398319686327127156686324156369156398156321
11512010128627115103101118286101194436115,377310411811527104127319331277331156,220308103732710311512726948212710111811712127286115
10264926927165115120115,377310411811527104127322331398,17511811510627119119271157310119412710426912711826910312111811911511912743612148210173115119
194121103101119322325,377310411811527104127323331686331277,53812127441271042691271042711826927120115
731151481212692711810110173101369103194101118101,377310411811527104127277331319,3061181022712011811512726912748226910427101104115118
1752726912011810112721910173120115119,277277319398325398324686277319322323324156321277,322686127322325277156369398323321686
1011944822692710410111512010128627115,377310411811527104127686686,22026910373352194115148115127269482127101121120115482101305473115127277310412111912011827101194
2501191011022691941944531272192719428626927118101,156686686319325277398156322277156323398322319325,490398686686327127319686325686369686319686398
2131011181031151191272222773271032712111912710410112717510144,156156323324319322319325322156321686323319321277322323277,415321321127323686127398398686321369325322277323
ymonteiro,Android 2.2.2,Engenheiro de telecomunicações
269734411536914810110211827269194321398,377310411811527104127323331686331277,37148269731202691276492697327120269731032730611827115
482101118271013691191156494362710110427101119,377310411811527104127156331319331686,2122748264910110411511812710426912728627104118115119
2054821017312126919419410112710410112717510144,319323686323322319277398686156321398319398321,415321321127156686127156156324323369686325277325
453101148115324686,377310411811527104127277331277331277,17511519427104115118127104269127649118115104121305473115
371121271944362691184822691273744269286269104115,156324325321686398324325324325277321323686322686325277686,490398324156327127321156319321127321156325324
Mariane Santos,180045149634633,31 4681 5328
213101118271017326912721227482101,319323321686277398156686323323323322321321325,490398323686327127322686686324127156322325156
17527269120118101127203115119120269194101,156322323325319323322325156321156322156322277277325156277,415321321127490398156686327127398324325324127319324319156
almeidagiovanna,Android 4.0.4,Administrador público
37731206407327115127204121101118120269,156686686321321325686398325156324277324322319686,398325398398369156398321369324323686324
Fernanda Sales,6011994399727716,11 7669-3335
Sra. Eduarda Aragão,4076739125900,+55 (081) 1794-6245
22512111827127104101127213101120101,156277324319277324319686323322319325398156156686325156686,415321321127490398324686327127321398322325127325324398321
Stella da Paz,6011010469175437,21 4778-7477
Lucca Monteiro,676182925740,+55 (011) 9685-9748
213271481212691941272222710173101,321319323156398277156321323156324324321323398398,490398323686327127321321321319369325322322686
Julia Peixoto,4326247845076350640,+55 (084) 1575-2573
Luiz Otávio Castro,378158040346504,(061) 5500 2866
benjamin32,Android 10,Soldador
almeidathomas,Android 4.1,Artista de circo
Srta. Melissa Pinto,4104940089648,+55 71 4197-7800
10211826973104101321686,377310411811527104127323331686,205731482697343626927118115127104269127119121649649194453127103436101277312711512112719411514831011912027103101
202269118731011181041151272192719428626927118101,319321323686319325321277325319322324324398321156,415321321127324686127321322319398127686324323156
2082691942697310112721326973104269119,319321323277325319398398319156319324322322325324,490398319686327127686325319277127323398323686
19412110173101321686,377310411811527104127277331319331323,205731482697343626927118115127104269127119115482
371942691651017310411826912729612173269119,156325686322325156398686686322319323323325156323325398324,686686127398325324156369325277325686
2022691187310111810411512720610111827101119,322321322156322686156324323321319321321398325156,490398321686327127156321686156127324323324321
laurada-rocha,Android 4.1.2,Promotor de vendas
10427269148115104121101118120269,377310411811527104127156331277331686,37104482277327119120118101104115118127104269127118269104269119
19412110310111936914810110211827269194325277,377310411811527104127277331277331319,37112110111810410112711811512164926927118115
371121119120101286115127208269731182711712126912721911512144101,319321324398323322322325324277324156398398156686,415321321127490398686686327127398686324324369321156323686
441182694426973104269,377310411811527104127321331398,213101118269103436101194
Heitor Ramos,501885836822,+55 (081) 5398-2529
Nathan Farias,340783184376911,84 7065-4831
ada-paz,Android 4.2.1,Confeiteiro
pedro-miguel29,Android 3.2,Compositor
102269731101014822773325319,377310411811527104127156331398331686,5381151481011041151181271042691271203147327119127104269127482269119101
luanalima,Android 4.2.2,Astronauta
101731201157327115118115103436101,377310411811527104127277331686,371121271011271201211182711912027103115
436102101118118115119,377310411811527104127323331686331686,21330614827103115
219118331127377310411830812720427101119,319321321323324322321156325319325322321277398319,490398686686327127322398277319127156324156319
Dr. Noah Ribeiro,4160313115253,(071) 2404 1711
2191014821212691941272202692716526927118101,156277277321686321277156325321277321324322686324,415321321127321686127398319319323127321398686324
11845310173686319,377310411811527104127321331398331277,2203081037327103115127269482127436101118104123101118269
Paulo Porto,213136317501943,61 7427-8557
1941212744369148121119120101286115103101118104115119115,377310411811527104127156331686,54269104101120115118
Luana da Rosa,575633373981,0500-709-9837
Giovanna Mendes,30427527738255,+55 41 0006-0048
20826927120115118127203115119120269194101,277686319686321322398321319398398325323319323,415321321127490398321686327127156277398398369277686277323
pedro-miguel26,Android 7.0,Polidor de produção
4822691941154821011182710173269,377310411811527104127323331398,3773120118115649352194115148115
ppinto,Android 9,Acupunturista
ycardoso,Android 2.3.4,Carnavalesco
2054821017312126919419410112720611826927120101119,156324322398277319686323322156277322324322156323,686686127319319324277369277325321398
Sofia Moura,4948130929108,84 9469 6603
joao-vitor91,Android 5.1.1,Ginecologista
48226919411548227118269194194101,377310411811527104127156331686331277,20426911926948210210111814810110411511812710426912711012111912027305101
206269194276492691272202692716526927118101,319321277321156277322686324398321323321156325323,398324398398127686325277127324323325321
20411810133112729610112030619427101127203101118104115119115,156322686277325398322325322319277321322277322324,490398323686327127277398156323127324156156325
Eloah Ramos,3596354215086245,0500-244-0431
123649115118120115,377310411811527104127319331277331277,220308103732710311512726948212711926914812111810173305101127104115127120118101102101194436115
2054821017312126919419410112720626911811826927118101,321277319277398324324156686324323321398398322323,277686127686398323324127319323156156
118269731017364926927165115120115,377310411811527104127319331277331277,37111810110611519411514827119120101
20573441151273711011021182726919412721227482101,277321686322322325322322325323277398323319319324,398319398398127325325319127398156323156
20326910331019427101127202101118118115119,156277325686323324325156686325319323277325324398,415321321127322686127277277323398127686323156322
21911833112721212127441273711211191201012861151272192719428626927118101,686324398398277323686322325686322156277319324,415321321127490398277686327127323323322324127321156156325
48210111827101369103269103271942710111910173120115119,377310411811527104127156331686331686,541011042711512026911810164931412112027103115
7327103115194101119323323,377310411811527104127156331398331686,220308103732710311512726948212735264912027103101
Benício Barbosa,30250501590371,+55 71 2754 4397
Laura Aragão,2701687575121829,(011) 9481-3410
14810110211827269194194453321323,377310411811527104127156331686,21212110211827106271031011041151181271042691274823061171212773101119
emanuellima,Android 2.3.4,Modelista
João Silva,3582475769280284,21 9734 8493
Sabrina Almeida,4238903378743117,(081) 9453 8903
yazevedo,Android 4.1.1,Infectologista
monteiropedro-miguel,Android 2.2.2,Surfista
gabrielbarros,Android 4.1,Músico
bryan62,Android 4.1.2,Editor
gabrielly52,Android 7.0,Tabelião
27148115118277156,377310411811527104127156331398331319,3764911826911926973120101104115118
Miguel Lima,213100721725803,+55 (031) 8920 3934
2041183311272057311827103115127204121101118120269,319398686322277325323324319324398322321325,322686127156325324277369323686277398
pereirabenjamin,Android 2.3.1,Produtor musical
Caio Araújo,373016126225510,(031) 8292-6852
3711212719443626911848226912754101482115119,156277156323321323321686323323156156277323325686,323686127323686686324369324325156323
da-motagustavo,Android 7.1.1,Quitandeiro
21911810133112721310111810326919410112710410112720312173436101,398322398156325156686398156325686322,490398319686327127277277325324127324323321323
nmelo,Android 4.2,Guia turistico
Maria Clara Mendes,30037503280667,(071) 1089-5584
37110110211827269194101127203115119120101,156324398156325277324321319323321324325,324686127398398322319369686322277277
26911827103111398686,377310411811527104127319331277,2962691157310112011519411514827119120101
Francisco da Cruz,30491599757064,(031) 1125 8979
jteixeira,Android 3.2.6,Juiz de direito
goncalvesmarcos-vinicius,Android 2.3.5,Lancheiro
Lavínia Ramos,4263945941182784,+55 (021) 9359-9246
Luiz Otávio Freitas,213190926524309,+55 (071) 8189 6240
2691192719428626927118101,377310411811527104127319331686,2051191481182748227119120101
Marcos Vinicius da Costa,347105135029899,(011) 7818 3052
21212110173101127104101127203115119120101,321322277277319321321156321321323398,415321321127490398321686327127156319156324127324398398325
7312173269119194121103103101,377310411811527104127319331277,2061151187326927118115
sofiada-luz,Android 2.2.2,Médico legista
Ian Barros,4765710416648831,+55 61 6584 4968
Srta. Joana Vieira,4369759589481884,+55 51 9887 0746
20410128627127212121274412721326973104269119,322321277321398156322323321324156324325321319156,490398324156327127323324324398127686324321322
117103101118286101194436115,377310411811527104127156331156,21926914812127104115118127104269127103115482649118101119
mfarias,Android 3.2.5,Dedetizador
silveiracecilia,Android 1.1,Soldado
7310112043610173277324,377310411811527104127277331398331686,20573148269734362692711811512773101286101194
20548210173121269194127104101127213115120101,319156321398686686321321322322156325322325324,415321321127490398324156327127156324277322369398277322324
Alícia Farias,502098706497,(051) 6458 9439
29611510143612710410112754115119101,319323686156319319321277277323321321277321325,415321321127490398156686327127319398398321127156319398686
Isadora Teixeira,379837933270595,0800-653-1832
21911833112737112127194436269118482269127104101119127296269286269119,686324398398321686319324156324322277324319398,490398322686327127324398325156369686686156686
Giovanna Ramos,675940190639,31 7316-9309
20411833112721226911573101118104115127104101119127296269286269119,319321322398321325686319398156156325277156322325,490398321686327127319325321686369325325321325
Miguel Gomes,6011206332070249,(051) 7983-2560
11911564943627101324325,377310411811527104127321331398331686,17511811510627119119271157310119412710426912711826910327103194101148269482
111118101482115119,377310411811527104127686686,2202691037335219411514811512726948212764911811510412130547311512748211528626919426927118101
Gabriela das Neves,3548320486187292,(021) 5981 8182
luiz-otavioviana,Android 2.1,Guitarrista
diegorodrigues,Android 4.0,Taxidermista/Embalsamador
vieiraisis,Android 3.2.3,Cabeleireiro
Ana da Cruz,3587935093491704,(041) 3935 6585
Dr. Fernando Fogaça,630427623735,+55 71 4004 5030
Henrique da Cunha,374571098470402,(021) 7200 7717
cardosobenjamin,Android 4.2.1,Guarda roupeiro
Sr. Arthur Vieira,372327196271180,+55 84 4604 0293
da-rochaana-laura,Android 1.0,Reumatologista
ana-carolina36,Android 4.4.3,Catador de carangueijos
2697344115102101118118115119,377310411811527104127319331686,296101104101104115118
elisada-cunha,Android 3.2.1,Agente de defesa sanitária animal
1011944822692710410126948227194194453,377310411811527104127156331686,2121211201011041151181271042691271102712136911027120119121
