Coluna A,Coluna B,Coluna C
João Pedro Barros,4494798318539952963,81 8910-5645
2222710326973120269127213269194115,377310411811527104127323331398,1752719411512011512710426912710128627473115
219120269194194101127212115649269119,377310411811527104127319331277331277,2222711912011511827101104115118127104269127119277327119120118115119
371271152861017373101127203101482649115119,377310411811527104127321331686331686,2171212711811564911810116527119120101
203101118115194277326912717527118269119,377310411811527104127156331398331319,22026911911512111826927118115
Alice Moura,676310178881,21 5621 8000
Maria Sophia Gomes,2428197891179578,71 3760-6155
Caio Fernandes,30538322939052,0300-439-9797
20528626919445373127202101118102115119101,377310411811527104127319331686,1757326912148211519411514827119120101
53811547311512737112127194436269118482269127538269119121119,377310411811527104127156331156331156,21712131048227103115
Maitê Barbosa,4075150973566,+55 51 2532 5554
2501191011022691941941011272031012861011941031017312027,377310411811527104127319331277331156,20426911848210112011519411514827119120101
2131011182710112720510412110111810410112710410112721212144,377310411811527104127321331686,2057314826973436269271181151271042691271202691942691031154821217327103101305315269119
371121271944362691184822691272222710173101,377310411811527104127277331319331323,371191192691191191151181271042691272748264911826973119101
2121212714827127206115148101305101,377310411811527104127325,20311510211810110411511812710426912764926910430614827115
541011061012691941011272961011191032748226973120115,377310411811527104127156331686331277,2032773269101119120101
21327194269731011275411510411827148121269119,377310411811527104127277331277331319,20548264911826911930611827115
Vitor Hugo Vieira,676311019332,84 0034-3110
219118120101331127377310112720226910112011827441273719448226927104101,377310411811527104127277331277331277,22030810373271031151272694821274362714827269732691271042697312030611827101
Camila Carvalho,6011840015172730,+55 (061) 9752-6474
20626911873101731041011272202692716526927118101,377310411811527104127277331319,175269119103101104115118
296277310112720611826927120101119,377310411811527104127277331319331321,203277326914811810110627119120101
Felipe Monteiro,562483984976,+55 (081) 8985-3749
Eloah Freitas,213168587149566,11 6742-5181
202118453101731272131011181202773119,377310411811527104127277331319331277,3719426911814811519411514827119120101
204118331127538115473115127202101118102115119101,377310411811527104127277331319331322,2171212711811564911810116527119120101
2121151182697310112710410112720312173436101,377310411811527104127277331319,20310173103269118115194115148271191201011271151211275847310311519411514827119120101
2132714812126919412754101482115119,377310411811527104127277331277331319,58411812011564926910427119120101
Sra. Milena Pires,4940368219763648057,(011) 1189 6869
Gabrielly da Cruz,4507469643027425,0800-032-0025
Paulo Araújo,3525801092137786,+55 (021) 8954-3904
Igor Caldeira,4829211577774544,+55 (021) 3486 0055
202269731101014822773127542710226927118115,377310411811527104127324331686331398,2062714812111810173120269
Ana Lívia Lopes,3500748055487949,31 4349-1633
Maitê Vieira,180024890186945,+55 21 9509-6346
2054822719419445312721910173120115119,377310411811527104127156331156,1751182696491011181011041151181271042691274823061171212773101119
20411810133112725011910110226919419410112754101482115119,377310411811527104127321331398331686,2057314826973436269271181151274822691032317327103115
Clarice Dias,4699111072399424,41 5843-7978
212121101731011272202692716526927118101,377310411811527104127156331277331686,175118115106271191192711573101194127104269127194277314812131011912027103101
377310112720319410111810112710410112721212144,377310411811527104127156331319,2031151181182691201151181271042691272748235228626927119
538115473115127222271201151181272222726927118101,377310411811527104127277331319331319,220308103732710311512726948212710128627101305473115
20411833112722043627101148115127203101118104115119115,377310411811527104127321331398331277,3730511512114812126927118115
Yago Aragão,4024328820402617,+55 (061) 8924-5400
371942691652710112717527118269119,377310411811527104127277331319331156,20631011927103115
Daniela Gomes,5413807308872249,+55 (041) 2286 8851
2961011203061942710112710410112717510144,377310411811527104127277331686,175118115148118101482101104115118
Benício Gonçalves,6011731780562355,51 2685 9103
Luiz Otávio da Mota,30214369977633,+55 (071) 4815-1614
206118101731032711910311512717527118269119,377310411811527104127319331277331322,5846492691181011041151181271042691271202691942694821011181112691202773148
20427269148115127296115286101269119,377310411811527104127322331398331686,20326911827482115732710119427119120101
21911833112758412030628627115127212115649269119,377310411811527104127323331686331277,2121017310343626927118115
53811547311512721212110310111912717526911826927118101,377310411811527104127156331398331686,37112110111810410112711811512164926927118115
Laura da Costa,5545123172017312,0500-646-8028
5381154731151271752691041181151272222710173101,377310411811527104127156331398331156,213269118148121194436101104115118
Helena Oliveira,4937047354160989,+55 41 3728 2722
371121119120101286115127542694426973104269,377310411811527104127156331277,371101118305115482
Ana Luiza Rodrigues,379236032472949,31 9917 9431
541011061012691941275411510411827148121269119,377310411811527104127156331398331156,21926911811810119443626927118115
21911833112721310111810311511912722227732710327121119127202101118102115119101,377310411811527104127277331319331322,2171213104822710311512710610111848210110331412112027103115
2121211017310112710410112721212144,377310411811527104127156331156331686,5381212744127104269127106121120269102115194
Matheus Carvalho,374245504086991,+55 (071) 6573 3713
Vitor Hugo da Conceição,2416320126820832,+55 81 6773-5834
2021182697310410112720311511811826927101,377310411811527104127686331321,267269194101104115118
Sr. Marcelo Novaes,3531341683828040,+55 (021) 1327 6816
Gabrielly Araújo,3524732043682961,61 4744-6825
Isaac da Costa,3522448432926479,+55 (061) 7352-8371
Lucas Ribeiro,6011301705832083,+55 (081) 7318 8425
20310112131412721311511826927118101,377310411811527104127686331398,20426911964910110343610173120269
212101121118101127104101127213101120101,377310411811527104127321331398,2962691211181151032711812111814827473115
Kevin Lima,2624145504504023,+55 81 7130 9972
203101118115194277310112721911512144101,377310411811527104127319331277331321,219269165352194115148115
21912026964943610173453127213115118101269119,377310411811527104127156331156331686,220269103733521941151481151272694821271192719428627103121194120121118101
Ana Beatriz Campos,3585476676525636,84 8874-4682
Luiz Miguel Pires,4523230031730222,+55 (031) 4978 1031
22227120115118127202101118102115119101,377310411811527104127321331686,17511830612027103115
213101118271011272031941011181011272961011191032748226973120115,377310411811527104127156331156331156,3711848226927118115
Miguel Sales,3502576248349215,+55 (021) 3751 5080
Luiz Otávio Araújo,4563233001625159,11 5658 0014
Maria Alice da Cruz,6511631690483129,0800 207 1967
Pedro Correia,4890103469463435860,0300-928-8896
377310112717526911826927118101,377310411811527104127277331398331686,21212112043627269118
Leandro Ferreira,3515550381959184,+55 84 3558-7193
3748210173104101127212115649269119,377310411811527104127156331156331277,538115148101104115118127104269127106121120269102115194
Kevin Cardoso,371757038663346,(061) 3040 7299
21911812010133112721912026919419410112754101482115119,377310411811527104127323331398,37112110111810410112711811512164926927118115
53811547311512720626919427649269127538269119121119,377310411811527104127156331686331686,20311511811826910411511812710426912710112019426912027119482115
Sr. Henrique da Cruz,213168372629749,71 8401 7474
37731011272121212744101127213269194115,377310411811527104127322331398,2031011201011041151181271042691274821011202691182710119412711826910327103194306286269194
21212127441272082697311827117121269127213115118101269119,377310411811527104127156331156331277,37120115118
2041181013311272121012863107327101127213115121118101,377310411811527104127319331277,22026910373352194115148115127269482127101121120115482101305473115127277310412111912011827101194
Maria Clara Nogueira,2296240381771188,(021) 1224-8510
204118101331127212121731011272031012861011941031017312027,377310411811527104127156331686331686,37121165271942710111812710426912711826964911811514811810110627101
21210131011912729611514812126927118101,377310411811527104127156331319331686,53811514810110411511812710426912728664019426927
Thomas Farias,6011330474068520,0800-310-9133
20411833112753811510111712127482127203115119120101,377310411811527104127156331398331156,371269118269731202691271042691272773115286101305315269119127115121127731152861151191277326914835210327115119
Sr. Bernardo Campos,6576742302869944,+55 (031) 1790 8158
Sra. Isis da Cunha,639091041520,+55 41 4674-3547
Lucas Lima,5254800806799529,+55 (061) 9498 5779
213101118103269194101127203115119120269194101,377310411811527104127321331398,2121211201011041151181271042691271102712136911027120119121
371121271944362691184822691272031012861011941031017312027,377310411811527104127277331319331319,3711212712010111811827119120101
2222712011511812720812114811512737118101173110115,377310411811527104127319331398,20327269731202711912010112764911519431012027103115
Luna Farias,4707956062332490,(081) 1745 0555
219118331127213101118103115119127222277327103271211191272961011191032748226973120115,377310411811527104127319331277331686,2022711512026910373352194115148115
João Lucas Pinto,371867109593544,81 7252-6186
Maria Luiza Araújo,4865236959245,81 2463-3551
206118101731032711910311512721911512144101,377310411811527104127156331398331686,203101102115
Raul Costa,4452654538816637,+55 (051) 0661-8876
João Lucas Lopes,3533773817061064,+55 11 5818 0361
Bernardo Campos,503829563256,+55 31 8500 1390
Bárbara Monteiro,4843634028003715897,+55 (061) 3011-4808
Srta. Maitê Barros,4199571341213990529,21 2367 7013
Gabriel da Mata,4078906735403807,0800 013 8573
Leonardo da Rosa,630414556740,21 4959 7202
Luiz Miguel Rezende,5398681584812859,+55 (051) 5495 8084
377310112720319410111810112737111573305101194286269119,377310411811527104127156331398331319,3764911826911926973120101104115118
219118331127212121274412737112111912010128611512721911512144101,377310411811527104127277331319331322,21327194271201011181271041011272131011182773436101
21911810133112721912026964943610173453127104101127213101120101,377310411811527104127325,5841201151181182773115194101118277314811519411514827119120101
Eduarda Cardoso,676145101066,+55 61 5886-0568
206269118731017310411512720611826927120101119,377310411811527104127321331398331277,29612112011811519411514827119120101
Daniela Nascimento,4434975779824904,+55 (041) 0590 8970
Stella da Mota,6509215396770619,0300 002 4945
João Gabriel Gomes,180078323561645,61 8199-5409
Elisa Farias,213177744621425,0300 748 1158
Marcelo Moreira,378111944838126,71 3568 6977
Maria Viana,4483682981449517705,81 3800 0539
Enrico da Mota,30455646008011,+55 (021) 6433-3270
20211812173101127203101118104115119115,377310411811527104127686331686,17527444410127115194115
Cecília Moreira,4608644061691967129,0900 294 9946
João Guilherme Araújo,501815566002,84 0993 9598
2191011021182773101127219101194269119,377310411811527104127156331398,371121277310343626927118115
213101118103269194115127104101119127296269286269119,377310411811527104127156331686331277,175269118106121119271157327119120101
Leandro Costela,3568001406166401,84 6589 2814
Marcelo Souza,30532575168659,84 7391-1423
Cauã Pinto,30336614023523,+55 (061) 7252-2200
Dr. Gustavo Cunha,4067759402234200778,71 3684-7997
21912026919419410112737111573305101194286269119,377310411811527104127277331398331686,250482649118269119119115118
Giovanna Fernandes,4963930292334633,41 8922-6316
Cauê Ribeiro,4808713880443,(021) 2889-2109
Rafaela Monteiro,5173341877730802,(051) 5924 7141
Cauê Lima,676313549161,(061) 9490 5052
377310112737194286269119,377310411811527104127319331277331322,37126911912011511812710426912712026910373115194115148271011271041011272773106115118482101305473115
21211511826973441151275841942728626927118101,377310411811527104127322331398,17510173271062710310110411511865717510110426927118115
2041012862712720427101119,377310411811527104127277331398,21212112010110411511812710426912711112173148127106121
219118101331127250119101104115118101127203101118104115119115,377310411811527104127322331398331686,20573148269734362692711811512748226912010119417311814827103115
21212127441272062691942764926912729611514812126927118101,377310411811527104127156331319331686,3712019426912010112710426912710310173115101148269482
Evelyn Farias,4306858269067573478,+55 (061) 0712 1529
Lara da Luz,3579571343743568,+55 71 6417-4349
2222773271032712111912721927194286101,377310411811527104127319331277331277,203194101118277326912027119120101
2031011181151942773269127202101118102115119101,377310411811527104127277331277331686,58411827269731201011041151181272691041211031011032711573101194
André Moraes,3579092689354894,41 7062 5384
2121217310112710410112717510144,377310411811527104127277331319331321,220269118101649269121120101127106194115118101194
3773101127203194101118101127542694426973104269,377310411811527104127319331277331319,20573103101118118269148101104115127104269127482101731211202697330547311512764911826910427101194
219101118101436127203115119120269194101,377310411811527104127156331398331156,371062710110411511812710426912710626911811810148226973120101119
Alana Castro,3539637874777538,71 6710-5043
Catarina Moura,4018769381891201,+55 81 2454-7909
129101271171212691272031012861011941031017312027,377310411811527104127277331686,175119271031154821151201182710327119120101
2191183311271752691041181151272082697311827117121269127203115119120101,377310411811527104127324331686331398,213101269119120118115
Luiza da Mota,5456682963028355,(031) 2225 8381
37731011272031941011181011272961011191032748226973120115,377310411811527104127277331398331686,20427101148118101482101104115118
Stella da Cruz,6011375020077137,+55 84 8852 1881
2501192711912737111573305101194286269119,377310411811527104127319331398,175121102194271032712030611827115
5841203062862711512710410112720312173436101,377310411811527104127277331319331321,17511811548211512011511812710426912726928626973120115119
Luiz Fernando das Neves,180020826801102,+55 51 4691 7693
Sr. João Felipe Fernandes,676272511905,+55 (051) 6008 6066
20411833112729610112043610173127104101127203115119120101,377310411811527104127319331277,584649269118101104115118127104269127102115482102101119
Srta. Lívia Ferreira,3585944963881400,+55 (084) 2569-6275
21226928627127104101127213101120101,377310411811527104127324331398331398,20573148269734362692711811512710426912712011810173119649115118120269119
Heitor Freitas,180012648335732,+55 11 5944-2115
Ana Beatriz Porto,6011086493716842,+55 (081) 6377 8351
20411810133112712910148227194194453127203101482649115119,377310411811527104127277331319331277,213101117121277327119120101
Ana Vitória Gomes,3552991118357066,61 5930 3702
2501481151181272222726927118101,377310411811527104127156331156331277,175271017327119120101
2191202691941941011273719448226927104101,377310411811527104127277331319331277,21310111911910114827119120101
Camila Ferreira,4783562072907,+55 11 5616-3592
53811510173101127203101118104115119115,377310411811527104127686331321,2121017310343626927118115
21911810133112720519427119101127203101119120118115,377310411811527104127319331277331322,5426912148210112011519411514827119120101
296101120306194271011275841942728626927118101,377310411811527104127156331398331686,175118115148118101482101104115118
222271203521182710112710410112717510144,377310411811527104127323331686331686,371181481214822697312027119120101
Renan Nunes,3576987116926052,+55 (051) 7312-6667
Noah Novaes,4408847652277298,81 8456 8955
Vitória Pinto,4888744530549736735,0300 086 4009
3719427103269127202101118102115119101,377310411811527104127156331156331319,219269118277314812126927118115
Srta. Ana Clara da Conceição,3570877770816937,51 7168 1124
Srta. Marina Pereira,676200382452,+55 61 0935-9973
219118120101331127541011061012691941011271752773120115,377310411811527104127277331319331277,21910111814826973120115
Alexia Costela,6588387410375404,+55 (021) 4747 9273
20411833112721226911573101118104115127203115119120101,377310411811527104127686398,2031011201011041151181271042691271031011181017314812126927110115119
204272691481151272222726927118101,377310411811527104127323331686,203272697312027119120101
21327194269731011275841942728626927118101,377310411811527104127319331686,20311511811826914826910411511812710426912711012111912027305101
2121212744101127204121101118120269,377310411811527104127277331277331277,175269104101148115148115
Isabelly Moreira,213125407312238,(071) 4327 4238
Vitor Hugo Fernandes,180085537608260,51 6625 4655
20411810133112737731011275381731942710112721311511826927118101,377310411811527104127277331277331686,2021182714810110426927118115
Enzo Gabriel Vieira,4648403011773872,+55 (051) 2613-7062
2121212744101127175115118120115,377310411811527104127686331398,21910164910112026927118115
André Monteiro,346950832617566,0500-557-1190
20310112131412710410112754115119101,377310411811527104127156331398331156,202101271941011182773101
Isadora da Cruz,3560124805196569,11 5691-0271
202269731101014822773127371115482269119,377310411811527104127323331686,3764927103121194120115118
Srta. Sarah Mendes,3558739621260283,(071) 9614-5495
Srta. Lavínia Dias,6011743605059210,+55 (061) 0640 6309
Srta. Joana Silva,2276139845053494,41 1689-7848
Sra. Catarina Vieira,3542944777955558,+55 (084) 9807 9794
20226911873101118104115127203101119120118115,377310411811527104127319331686,17526911827120115127103118274822773101194
Helena Almeida,2295591628111286,41 4577-5196
Enzo Gabriel Aragão,6500627849181641,(051) 7840 6156
Gabrielly da Cunha,180022558844045,+55 (051) 6128-1259
Stella Araújo,4907142878366588,+55 71 4365 5104
