Coluna A,Coluna B,Coluna C,Classe
Pedro Henrique Sales,4115937187424806,+55 (051) 8870-9513,1
Anthony Rocha,180092217107233,+55 (011) 3751 1912,1
Maria Clara Santos,Android 1.5,Matemático,0
Maria Fernanda Araújo,Android 1.0,Tapeceiro,0
Maria Eduarda Teixeira,36565437286974,84 3421 9582,1
Lucas Gabriel Dias,Android 1.1,Odontopediatra,0
Lorenzo Cunha,4554103354186000336,0900 912 4037,1
Joana Souza,Android 4.4.4,Médico cirurgião,0
Lucas Martins,Android 3.2.6,Caldeireiro,0
Renan Barros,Android 2.3.2,Jogador de basquete,0
Dr. Luiz Miguel da Mata,Android 4.3.1,Profissional de recursos humanos,0
Lucas Souza,Android 4.4.3,Orçamentista,0
Milena Pinto,4851263894923008,61 8388 6766,1
Paulo da Rocha,213166815474962,+55 84 2099 5589,1
Raquel Cavalcanti,Android 4.4.1,Analista de sistemas,0
Noah Caldeira,30291592928765,+55 (011) 2398 6980,1
Dr. Davi Lucca Freitas,Android 2.3.7,Salva-vidas,0
Luigi Barros,Android 5.0.1,Ourives,0
Clarice da Paz,5482698969193454,31 5900 5292,1
Isadora Almeida,Android 2.3.2,Tabelião,0
Ana Júlia Viana,Android 4.2.1,Mecanógrafo,0
Sr. Marcelo Monteiro,6534611781718628,+55 11 9946-9395,1
Kevin Rocha,Android 2.3.4,Cabeleireiro,0
Valentina Pinto,Android 7.1.2,Cameraman,0
Laís Pires,Android 5.0.1,Saxofonista,0
Nicolas Moreira,3529888392677229,(031) 6762-0990,1
Sr. Levi da Mata,30042523179899,+55 11 5959-9322,1
Sra. Letícia Lopes,Android 2.3.2,Médico cirurgião,0
Pedro da Cruz,Android 3.2.3,Ambulante,0
Rafaela Lopes,4600232531878034229,(084) 7782 4812,1
Eduardo Viana,3500450500928383,(051) 8871-3273,1
Maria Clara da Mota,Android 5.0,Leiteiro,0
Laís Novaes,Android 2.3.4,Engenheiro de processos,0
Ana Clara Moreira,Android 2.1,Auxiliar de serviços gerais,0
Maria Sophia Duarte,213184894590848,21 4226 9409,1
Murilo Moraes,3593316473596796,+55 81 5744-3853,1
Srta. Vitória da Conceição,Android 2.3.1,Acupunturista,0
Kamilly Pereira,4650236442354,+55 (031) 1874 9871,1
Isabel Correia,213134431563097,+55 (084) 1824 0876,1
Leonardo Ribeiro,4935240491798,+55 21 9418-7378,1
