Coluna A,Coluna B,Coluna C,Classe
Ana Beatriz Porto,6011086493716842,+55 (081) 6377 8351,1
Dra. Kamilly Campos,Android 2.3.2,Maquinista,0
Ana Vitória Gomes,3552991118357066,61 5930 3702,1
Igor Vieira,Android 4.4.2,Pianista,0
Stella Almeida,Android 2.3.2,Massagista,0
Camila Ferreira,4783562072907,+55 11 5616-3592,1
Joana Cardoso,Android 1.5,Lancheiro,0
Sra. Elisa Castro,Android 3.2.6,Reumatologista,0
Natália Oliveira,Android 4.0.1,Programador,0
Vitória da Paz,Android 7.1.1,Argumentista,0
Renan Nunes,3576987116926052,+55 (051) 7312-6667,1
Noah Novaes,4408847652277298,81 8456 8955,1
Vitória Pinto,4888744530549736735,0300 086 4009,1
Alice Barbosa,Android 4.4.3,Seringueiro,0
Srta. Ana Clara da Conceição,3570877770816937,51 7168 1124,1
Srta. Marina Pereira,676200382452,+55 61 0935-9973,1
Srta. Rafaela Pinto,Android 2.3.2,Sargento,0
Alexia Costela,6588387410375404,+55 (021) 4747 9273,1
Dr. Leonardo Costa,Android 10,Catador de carangueijos,0
Diego Vieira,Android 7.1,Cientista,0
Milena Oliveira,Android 3.1,Corregedor de justiça,0
Luiza Duarte,Android 2.2.2,Pedagogo,0
Isabelly Moreira,213125407312238,(071) 4327 4238,1
Vitor Hugo Fernandes,180085537608260,51 6625 4655,1
Dra. Ana Júlia Moreira,Android 2.2.1,Brigadeiro,0
Enzo Gabriel Vieira,4648403011773872,+55 (051) 2613-7062,1
Luiza Porto,Android 1.0,Sapateiro,0
André Monteiro,346950832617566,0500-557-1190,1
Cauê da Rosa,Android 4.0.4,Bailarina,0
Isadora da Cruz,3560124805196569,11 5691-0271,1
Benjamin Gomes,Android 7.1,Apicultor,0
Srta. Sarah Mendes,3558739621260283,(071) 9614-5495,1
Srta. Lavínia Dias,6011743605059210,+55 (061) 0640 6309,1
Srta. Joana Silva,2276139845053494,41 1689-7848,1
Sra. Catarina Vieira,3542944777955558,+55 (084) 9807 9794,1
Bernardo Castro,Android 3.1,Perito criminal,0
Helena Almeida,2295591628111286,41 4577-5196,1
Enzo Gabriel Aragão,6500627849181641,(051) 7840 6156,1
Gabrielly da Cunha,180022558844045,+55 (051) 6128-1259,1
Stella Araújo,4907142878366588,+55 71 4365 5104,1
