Coluna A,Coluna B,Coluna C,Classe
Ana Clara da Cruz,3542754309501022,41 7304-8267,1
Cauê Cunha,2720435754488214,+55 (071) 3478 2898,1
João Lucas Rezende,377640191655891,+55 31 9102 4023,1
Luiz Felipe Lopes,373251761596715,(051) 5630-2845,1
Ana Lívia da Cruz,213101094027215,+55 11 3727-9847,1
Pedro da Luz,30514488396429,+55 81 5317-2744,1
Joaquim Nogueira,213123435837425,+55 31 5188 1286,1
João Gabriel da Mota,503853455148,+55 71 9196 4068,1
Bernardo Costa,4557732185799035,+55 81 6238-8576,1
Kaique da Cruz,6516749092786702,41 9856-6376,1
Sr. Lucas Rodrigues,38835958409000,31 3601-0371,1
Renan da Costa,4524130368019378354,(011) 4834-9546,1
Nina da Cruz,378434811056030,0500-757-6304,1
Diogo Freitas,3598799226361813,71 1781 4782,1
Ana Clara Souza,6011524776700539,11 9612-2812,1
Srta. Stephany Pinto,3546664803571718,0900-841-7279,1
Yasmin Silva,3505516566760772,+55 (084) 7176 3008,1
Alexia Pires,4166108830679106860,(081) 5567-3162,1
Rafael Viana,630431342785,+55 (011) 7499-7522,1
Sr. João Lucas Ramos,2236029147001458,+55 81 8923 4227,1
Ana Alves,3525671791801762,0900-081-8188,1
Sr. Gustavo Lima,349522417483594,84 0023-6428,1
Yago Cavalcanti,4453837891637311448,+55 41 7897 8265,1
Juliana Pereira,2245863428142030,+55 (051) 2700-5153,1
Sr. Vitor Farias,503847372284,+55 (051) 3542 5348,1
Srta. Maria Alice Cardoso,3542568147779727,71 7915-8277,1
Leonardo Almeida,4428593477946388,+55 61 1835 1870,1
Eduardo Pires,4003402228365,(051) 8332-3100,1
Carlos Eduardo Martins,4769337960737863,11 5460 3878,1
Maria Cecília Costela,3554538423601023,61 6458-3673,1
Alexandre Almeida,2707600459257696,0800 586 6420,1
Júlia Ramos,4165037102560,71 5497 5740,1
Pedro Nunes,2243639730848197,21 2029-3344,1
Matheus Barros,2231441440201922,+55 (081) 1004-3802,1
Juan Ribeiro,4145426199758986066,(031) 2965-2928,1
Benjamin Castro,180075350672873,+55 11 0786 7412,1
Sr. Gustavo Henrique da Rocha,213100204141890,+55 (031) 7998 8322,1
Sra. Maria Clara Ferreira,4027528118166983,+55 84 4154 2398,1
Bianca Pinto,6503615036440778,(081) 3462 1466,1
Isabella Moreira,4373897856982,(071) 4943-6930,1
Maria Luiza Cardoso,630477058576,+55 (051) 7993-2586,1
Vitória Viana,180011415656924,41 0561 8148,1
Heitor Silva,213137573654632,61 3515-7489,1
Ana Vitória Nogueira,675937588282,+55 11 0862 0479,1
Theo Fernandes,6555970442067450,(041) 9624 9205,1
Pedro Lucas Ribeiro,180026434021314,61 4768 9929,1
Levi Nascimento,589390987149,(041) 9160-8230,1
Maysa da Mota,3592999876651200,+55 (051) 4608-2900,1
João Felipe Ramos,30162030777371,+55 (041) 5152-3887,1
Benício da Paz,4467674133138713012,+55 81 5905 2700,1
