Coluna A,Coluna B,Coluna C,Classe
Davi Lucca Ramos,343881197537169,+55 11 2741-8273,1
Pedro Henrique Barros,180005599666915,(071) 3276-8641,1
Sra. Sofia Campos,3588380224724310,(051) 4163 1807,1
Sabrina Melo,503839983767,(031) 4523 0382,1
Júlia Barbosa,675981245250,(011) 5954-6230,1
Ana Vitória Ramos,30539491060100,11 5864-0093,1
Miguel Cavalcanti,4964037749782361,(051) 1530 4472,1
Caio Araújo,2716228348830124,(041) 3000-3827,1
Ana Sophia da Cruz,5469899533039143,84 7091 4847,1
Ana Sophia Cunha,348650513036403,+55 (031) 4051-5568,1
Breno Duarte,2285381380869541,+55 (051) 0655-7208,1
Gabriela Almeida,36663908380309,(051) 6144-3001,1
Vitor Gabriel da Paz,2273942124946327,0900 752 2131,1
Elisa Peixoto,4332215260024722989,+55 81 1675-4947,1
Calebe Pereira,579052078949,(061) 5968 0273,1
Sra. Juliana Fogaça,30159317479598,+55 61 6001 5629,1
Erick da Mota,4433171059763620547,+55 31 9669-9647,1
Manuela Cunha,4504128063195475,+55 (061) 5626-0641,1
Ana Luiza Peixoto,4758432460714584466,+55 (071) 5619 3875,1
Sophia Rocha,6521361175628976,0800 920 7541,1
Srta. Júlia Nogueira,5177649435143375,(084) 6096 0706,1
Yuri Moura,6564289109195838,51 5449 4498,1
Srta. Lara da Mata,180043356895161,(061) 8306 1657,1
Lucca Martins,2233176642248408,+55 (011) 1810-6101,1
Ana Clara Teixeira,5174641379094485,+55 (051) 9157-5416,1
Lucas Gabriel da Conceição,2356801489468105,+55 61 6587-6154,1
Emanuelly Dias,630475350256,81 1195 2309,1
Luiz Gustavo Gonçalves,30036407595923,51 0100 6926,1
Laura Correia,3553829376309099,(051) 2887 3270,1
Otávio Nogueira,3576027682599130,84 6830 1794,1
Ana Clara Melo,30466345192568,+55 84 7505 1085,1
Murilo Monteiro,639072855302,+55 (041) 1582 1579,1
Sr. Theo Silva,4875198926500592,71 2729 6350,1
Beatriz Rezende,4467521206430,21 4695-2880,1
Anthony Castro,6595378145669139,0900-375-5409,1
Maria Sophia Pires,5418667109777541,31 9718 8003,1
Sra. Yasmin Fernandes,2700667589519169,(031) 8687 0408,1
Cecília Porto,347779219374189,(081) 8705 2641,1
Pedro Miguel Lopes,4958009723219,+55 81 1407-3354,1
Paulo Castro,4365610023676,11 9003 3206,1
João Ramos,30564596103654,11 6567-3789,1
Ana Vitória Pires,30097542854203,(031) 3832 9371,1
Samuel Gonçalves,6011444892589387,(021) 2004 4523,1
Luiza da Paz,4209342950284221,+55 81 8283-8238,1
