Coluna A,Coluna B,Coluna C,Classe
Felipe Ferreira,Android 4.0.3,Mestre-de-obras,0
Lorena Moura,Android 7.1.2,Paparazzo,0
Marina da Cunha,Android 3.2.2,Frentista,0
Isabella Santos,Android 4.0.3,Entalhador,0
Breno Sales,Android 4.0,Crítico,0
Daniela Ribeiro,Android 5.1.1,Acupunturista,0
Gabriel Teixeira,3522554961369914,+55 (021) 8492-4507,1
Davi Lucas Cunha,3514561141108682,0900-723-0386,1
Diego Almeida,Android 3.2.2,Técnico em óptica,0
Pietra Souza,4582949982693770865,+55 31 8013 6460,1
Dra. Lorena Pinto,Android 4.4.3,Vereador,0
Beatriz Moraes,4172745973698271,(071) 4393 9861,1
Ana Beatriz Campos,30279527315976,0300-121-8583,1
Natália Lopes,3542511922025460,(011) 9159 1878,1
Amanda Moreira,Android 4.1,Pianista,0
Felipe da Rocha,676209634796,+55 41 5512-1690,1
Sra. Ana Moura,Android 3.1,Contra regra,0
Marcelo Caldeira,348829635946851,+55 (084) 8651-6172,1
Kamilly Moura,Android 4.4.3,Desembargador de justiça,0
Gabriela Cavalcanti,Android 3.2.5,Odontopediatra,0
Luiz Fernando da Cruz,Android 3.0,Designer gráfico,0
João Miguel Correia,Android 1.0,Eletricista de automóveis,0
Sophie da Luz,4008028289713652101,84 2229 6364,1
Kaique Jesus,Android 4.4.3,Investigador particular,0
Lara Mendes,Android 4.2,Capoeirista,0
Thomas Martins,Android 4.2,Neonatologista,0
Nicole Rocha,Android 4.4.3,Impressor,0
Stephany da Cunha,Android 1.0,Somelier,0
Alice Viana,4299909535288371,0900-725-4465,1
Lorena Freitas,Android 2.3.7,Paramédico,0
Rafael Cunha,Android 4.2,Geólogo,0
Beatriz da Mota,Android 4.2.2,Assistente administrativo,0
Eloah Freitas,Android 4.0,Separador,0
